text_display,call_to_violence
"Да это какая то жесть ,что не новость так произвол ,коррупция -беспредел.Смертная казнь за коррупцию и взятки срочно.",1.0
"Санжар, спасибо за работу! Спасибо за неравнодушие к нашему городу!  Но вам надо всех комментаторов под вашими роликами за разжигание межнациональной розни точно также выводить на ""чистую воду"", как вы выводите недобросовестных застройщиков и чиновников. В Алма-Ате с начала ее образования проживали более 100 национальностей. Все эти национальности участвовали в строительстве нашего многонационального города, для всех нас - это Родина  и не в первом поколении. Мы, коренные алма-атинцы никогда не делили  людей на национальности и не называли ""лаптями"", ""бессердечными"". Почему сегодня безнаказанно устанавливается тенденция унижать другие национальности в нашем государстве!?",0.0
Что ты несешь?,0.0
"История о себе из жизни
В 2007 служил в армии на благо родине год срочной три по контракту 
Почти 20 лет спустя в армии ничего не изменилось 
Каждый набивает свой тулуп чтоб зимой было теплее 
Крахххххх позор коррупция 
Что творится что происходит
Крик души
У молодежи нет перспективы 
Кругом коррупция
В больницу пришол налоги платишь все соц отчисления отчисляешь как не крути на лапу дай на ход ноги экстренно не экстренно хоть помри
Глятьььь полный писеццццц 😂😂😂",0.0
Я один увидел здания разукрашенные бондеровскими цветами,0.0
"товарищ, ты шо? Это стеб или реальность?",0.0
потому что строительные  нормы запрещают строить школы выше 3трех этажей. особенно в сейсмичных районах.,0.0
"Земля нужна.
Люди нет!",0.0
ты про школу? у нас в Казахстане нет сумасшедших которых тригерит желтый и голубой цвет . в россии полно организаций у которых герб желто голубой и ничего. а что такое бандеровский флаг разве есть такой?,0.0
"Ст. 26 Конституции: В Конституции Республики Казахстан право собственности неприкосновенно, что означает, что никто не может быть лишен своего имущества иначе как по решению суда. Принудительное отчуждение имущества для государственных нужд допускается только в исключительных случаях, предусмотренных законом, и при условии равноценного возмещения. 

Ключевые положения

Неприкосновенность и гарантии: Право собственности гарантируется законом, и принимаемые правовые акты не могут ограничивать или лишать законно приобретенного имущества, если иное не предусмотрено Конституцией.

Ограничения: Лишение имущества возможно исключительно по решению суда.

Государственные нужды: В редких случаях, предусмотренных законом, может произойти принудительное отчуждение для государственных нужд, но только при условии выплаты равноценного возмещения.",0.0
Как так можно было разрушить красоту?!Мәссаған! Край !,0.0
"Санжар я интернационалист ,я противник нацизма в любом проявлении. Почему все дома разукрашены в цвета бандеровского флага. Там трезубцев нехвотает . Не удоляй ответь",0.0
"Каждый день ходим через подземный переход на пересечении жарокова альфараби 😊
Это место для экскурсии
Было шикарно натуральный камень все по человечески
А сейчас взглянуть плитка хз бу или что не понять 1.5 работника кладут что то заливают делают затирку швов",0.0
"Есть. Всех плотно загнать в этажки, и получать большие деньги. Свет,вода вся коммуналка. А они будут жить в своих катеджах и дальше отнимать у народа.  В городе не только проехать , дышать и пройти будет невозможно. Город не резиновый. Потом и транспор частный запретят использовать чтобы не дымил.",0.0
"Кто подписывает тендер ??? Может с тех начинать?
80 млн на проектирование???
Что за цифры кто что курит?😢",0.0
"Целое агенство антикор создали и кормят,  они вот также не делают",0.0
"Почему на месте старой школы не сделать высокоэтажную школу например в 9 этажей, и оставить жителей в покое",0.0
Только за,0.0
"Почему снесли?   Потому что разделили и властвуют.  Страной стали править застройщики. Сегодня мы, завтра ты, может только другая проблема.",0.0
Ролик специально тормозят,0.0
Вырезали неугодные высказывания человека...,0.0
Власти поооо......,0.0
Капец. Оборзели чины!,0.0
Как умудряются. Уже всё на виду! Наглецы!,0.0
"Если зальют сетку без фиксации и подъёма, то будет плохо",0.0
Нету будущего. Они всё воруют! Они это чины!,0.0
И что?,0.0
"А ты брат в кантаре че делал? Тебе видимо некогда было, ты магазины грабил",0.0
Армия рф 100%%% такие )))))))),0.0
​@ЕленаЯлунина-в1юзначит кто то  пользуется ситуацией,0.0
"Ничего лично, но когда придут сносить ваше имущество, я буду болеть за вас душой. Ведь я не гнилой человек, в отличии....",0.0
Оооо Господи Я так страдаю о неоклассицизме . А сейчас построят школу модернизма нееееет 😭😭😭,0.0
"Местный бюджет контролировать не возможно, потому что сейчас местные акиматы могут заключить договор из одного источника до 15 миллион, коррупция услиливается, не нужные вещи строятся, прошлом году линия стоял новые уличные в этом году его занова сделали ни чего не поняли",0.0
"Болашағымызды ойлау үшін ұлт қамын ойлайтын ,елдің болашағын өзімен жалғастыратын ұлт жанды адамдар керек",0.0
"Санжар , почему бы Вам не стать Акимом любого города Казахстана,  создайте петицию - я уверен многие подпишуться с честными ФИО , как то надо это организовать .... я Вам верю. 🫂",0.0
Ты там на фронт давай чмо,1.0
😡,0.0
"О 20 тысяч террористов,знаю к кому завтра росгвардия приедет( митинговать нилзя)",0.0
"Алматы нужно оставить в покое! Стройте и развивайте другие города. Сколько можно издеваться над населением?
Становится страшно за будущее!",0.0
"Пусть хоть какой дом, домик но свой. Ни птичник, где плохая звукоизоляция, куча квартирантов",0.0
Казакша айтпайсындарма,0.0
Балық басынан шіриді,0.0
"Надо объединиться всем. У Борейка было 4 сюжета. Вот, людям из этих сюжетов нужно объединиться. Академгородок, где котлован выкопали и Аким исчез после обещания разобраться. Медеуский район вроде...
И всем вместе решать...
И рощу Баумана сюда же...",0.0
САНЖАР АЛЛА ОМИРИНДИ БЕРСИН ХАЛЫКТАН КОМЕГИНДИ АЯМА.,0.0
Полистай интернет. Как китайцы за долги забирают территории. Или ты так рад  что воду будеш им носить в горы .,0.0
Лагнетилер,0.0
"А эти люди искренно ли говорят что граждане ? Граждане той страны где живут , плюс еще граждане страны где им хотелось бы заданбасить  всех остальных ?  В Шаныраке дома казахов бульдозером снесли , без спроса , без выплат! А ваши нельзя , потому что вы особенные ?",0.0
"Выходит ЗЕМЛЯ БОГАТЫМ, РОДИНА БЕДНЫМ.",0.0
Есть план развития города?,0.0
У акимов в головах откаты и баксы .ложили они на народ .он их не выбирает. С когого перепугу они за народ должны болеть.,0.0
"Застройщики места мало в казахстане,  строите в других городах.  Столько областей",0.0
Эти деньги необходимо выделить для малоимущих,0.0
🐯👎,0.0
"ЭТО ПРОСТО РЕЙДЕРСКИЙ ЗАХВАТ ЗЕМЛИ!!!!! НА ДНЯХ  ЖИТЕЛЯМ ПЕРВОМАЙКИ ))СЕЙЧАС  ЭТО КЕМЕЛ))ПРОСТО НЕ ВСЕ ЗНАЮТ ЭТО НАЗВАНИЕ,ЭТО РЯДЫШКОМ С  ПЯТИЛЕТКОЙ..ТОЖЕ СООБЩИЛИ ,ЧТО НУЖНО РАСШИРЯТЬ ШКОЛУ,И ИМ ЕЩЕ НУЖНО ЗАЧЕМ-ТО   ТРИ ГЕКТАРА,,,БЫЛО СОБРАНИЕ В  МЕСТНОМ КЛУБЕ,,У МЕНЯ СЛОЖИЛОСЬ ВПЕЧАТЛЕНИЕ ,ЧТО КУЧКА((ПРЕДПРИНИМАТЕЛЕЙ/ /БАНДИТОВ))РЕШИЛО  ПРОСТО ОТАБРАТЬ ЗЕМЛИ,ТО-ЖЕ  ПОД ПРИДЛОГОМ,,И ННИЧЕГО ВНЯТНОГО ,ОНИ НЕ ОТВЕТИЛИ))ЕСЛИ В АКИМАТЕ СЛУЖАТ ТАКИЕ ЛЮДИ, ЭТО КАТАСТРОФА!!!!ЛЮДИ ВОЗМУЩАЛИСЬ И ТОЖЕ РЕШИЛИ  ОБРАТИТЬСЯ К  ВАМ СНЖАР  БОКАЕВ,",0.0
"Нам в Атырау надо полный финансовый аудит пройзвести , а то после Бергея поменяли это уже  4-й аким области . 🤔😠🤨✊🇰🇿",0.0
Дело не в школе. Она и так имеет территорию хорошую. Но ей нужно больше. Страной правят застройщики. Завтра они будут править тобой. Город  пресуют людьми. Скоро вообще не только проехать пройти будет тесно. Застройщики не отвечают за качество. У  них катэджи  покруче.,0.0
"Ролик, видимо тормозят!😮",0.0
У акимов дома выше Аль-Фараби в элитных районах города,0.0
"Это и казахов может коснутся, причем тут национальная принадлежность",0.0
​@Enseo-fu8fcолар баска митнгте шыккандарын кординба? Мал,0.0
"Да все просто, кому то понадобились земли и через государство отжимают.",0.0
"В начале нулевых участок 8 соток на Рыскулова  Саина стоил 800$  никому не был нужен , в 90-ых квартира однокомнатная в этом районе стоила 1 000$",0.0
"Выгонять людей из их законного , признанного со стороны государства  на правах частной собственности,это верх цинизма со стороны государства... Всё может закончиться актами гражданского неповиновения и непредсказуемым бунтом......!!!! ВЛАСТИ одумайтесь,что ВЫ делаете...!!!!!",1.0
"Нам кандасам хорошо , но не понимаем как здесь жить с соседями.",0.0
"Я русский, я казах. Я люблю свою Родину и народ с которым я вместе. А кто разделяет по национальностям , Родину не любят. Они просто обижены судьбой.",0.0
Руслан уезжай в казахстан .,0.0
О! Пошло явное разжигание!,0.0
"Задолбали эти гипсокартоновые ЖК без балконов, без стоянок, впритык - хватит застраивать Алмату. Вы создаёте братскую могилу.",0.0
Это перед землетрясом .,0.0
"У меня дом отобрали  и заместо него поставили сломаные качели , в чом смысл , ведь степь большая ?",0.0
При чем тут нация?не надо разжигать нацизм,0.0
Скорость и качество уменьшите.,0.0
У акимов надо тоже снести дома,1.0
Давай Настасья вперед😎,0.0
"Ролик виснет,исправьте пожалуйста",0.0
"Семиреченские казаки-казачье войско с 1867 года, половина донские, половина с Оренбурга переселилось, в 1930 половина откочевала в Китай.",0.0
Орыстар ға жан ашымайтын болыпты 😂,0.0
Дұрыс.Қыра берсін.Кеше Қаңтарда мықымынан күліп отырған орыстар ғой.,0.0
Яь,0.0
Будущее только олигархам,0.0
Все элементарно. Там была команда шантажа. Скорее  связан мвд Алматы руководитель,0.0
У нас в Атырау тоже так делают 🤔🤨😠🇰🇿,0.0
"Если нужна государство эти земли, то вы должны отдават, государство соответственно должны обеспечивать вас жильем",0.0
Черт уралманский,0.0
От государства нет приёма,0.0
Это дискриминации людей. Пора жителям  за свою землю вставать,1.0
"Что Ты гонишь.
Что Казах крутой?
Они такие же коренные жители.
Так что рот закрой...",0.0
"Что-то с записью ролика, выложите пожалуйста новый ролик, происходит зависание в некоторых местах.",0.0
"Тупость, жадность, некомпетентность акимата",0.0
"Зае6али со своими ЖК, остановите стройку в городе",0.0
​​@Anti4pokТак чё вас запоминать.Вы все на одно лицо.Орчие.,0.0
Какие там овощи и фрукты в этом экологически неблагоприятном районе. ???,0.0
"Рашканын түк қатысы жоқ, бұл әр адамның басына түсуі мүмкін",0.0
Ничего личного но смотрю в основном русские живут там видно с времен союза.,0.0
"Ченоши решили,что они могут распоряжатся судьбами и жизнями люжей,если народ будет модчать эти недоумки вообще обнаглеют,нельзя им позволять делать эксперементы над людьми",0.0
Вы людей соберите с района и отставивайте свои дома,0.0
Ментердин бари дурыс айткан. Само захват шанырак,0.0
"Мы, народ Казахстана, достойны своих правителей- чинуш. Мы это позволяем !!! Дальше будет только хуже, подрастает поколение чиновников, которые родились в период дикого варварского капитализма, где ценность только ДЕНЬГИ и им честно говоря фиолетово на эти ПИЛЯСТРЫ, многие из них даже не знают что это такое. 
О чем речь, все уже осточертело ……….
Грустно, что это происходит в моей стране",0.0
"В России можно за эти деньги дом 🏠 купить
Надо с душой и телом в России быть",0.0
"Ежайте в рашку, раз не нравится.",0.0
"Поражает, как чиновники не сгорят со стыда, позор. Пришли к власти не созидать, а разрушать. Воруют у детей. Санжар столько разоблачений провел. Как будто у них план. Кто больше разворует, разграбит и уничтожит. Если рационально использовать бюджет, то хватит на все социальные программы. А с такими ворами у власти, никогда не будет порядка. Чиновники Казахстана, когда наворуетесь?",0.0
Котагымды жемеши . Алматылыктардын 95% уйде отырган. Сен сиякты сайгактар Гана далада шауып журген,0.0
Частный сектор в туксибским районе не трогайте ! Сносите хрущевки !!!,0.0
​@dosel671Так жильцы не рассматривают вопрос о компенсации сноса? Они же все против сноса. 😂😂😂 Нет я понимаю жильцы Горного Гиганта против сноса их домов. Это на сегодня самый экологически чистый район. А Турксибский район? Чем там люди дышат не понятно. 😊😊😊,0.0
"Не гони пургу,по людски нужно делать",0.0
В лицо каждого запомнил?,0.0
"Что болтать посадить с конфискации имущества  всех причастных, Санжар накажи всех",1.0
"Ресейге Шақырып жатыр 
Отандастарың барыңдар 
Когда их касается они уже сразу выходят на улицу 
Қаңтарда үйлерінде отырды 🍜👂👎
Дұрыс Үйлер салынсын 🇰🇿❤️🇰🇿🤲✊",0.0
Осы ремонттарга рухсат берип журген чиновниктерди ату жазасына беру керек☝️,1.0
"Здравствуйте, как вступить в партию Namys?",0.0
Акимий бизнесмений,0.0
"2,5 млрд тенге можно 83  квартир можно подарить людям по  30млн если считать сколько млрд уходит просто так",0.0
"Почему не используют готовые плиты? Это же проще, быстрее и качественнее будет",0.0
​@dosel671А вы не знаете? Всё зависит от района. Есть независимые оценщики. Надо обратиться к ним за помощью. Они всё рассчитают до ржавого гвоздя на участке владельца. ❤❤❤,0.0
"Я помню когда Шаңырақ крушили они радовались.Мол Мамбеты самозахвадчики,деп.Ну чё,и ваш день настал.Получите и распишитесь.",0.0
"Чубары уже давно пора сносить, школа требует капитальной модернизации, население растет, если каждого уговаривать тогда город вообще застрянет в развитии. Надо, значит надо!",0.0
"Эх Казахстан, не те люди у руля. Жаль очень ж а-а-а-а-а ль. Всё профукали, Всевышний стольким наделил страну но враги профукали",0.0
Да потому что они плевать на людей хотели!,0.0
"Осындай жағдайлар қайталанбас үшін, ҚР-ның азаматтарына қалың ұйқыдан ояну қажет. Саясатқа тікелей араласпасақ, болашағымыз әділетсіздікте, жемқорлықта, кедейлік пен құлдықта болары ақиқат!",0.0
Оствьте людей в покое.  Мы хотим жить в своих домах. Постройте новую школу на другой территории.,0.0
Ужас! Что значит изъятие??? Это ЧАСТНАЯ СОБСТВЕННОСТЬ!!! Что за треш происходит!? Просто слов нет Что твориться!,0.0
Алматы превратился в вечную стройку!Оставьте город и его жителей в покое!,0.0
"Круто, даже не знал о таком. Молодцы",0.0
"видео тормозит,",0.0
"Правильно, надо прислушиваться к мнению людей.",0.0
Сколько дают за соток земли (снос)?,0.0
Фашисты,0.0
Не воспроизводится,0.0
"Что вы так переживаете? Получите компенсацию за снос. Улучшите своё жильё . Весь город сносят. А некоторых людей уже дважды сносят. Надо расширять школьную территорию, население растёт. Купите в своём же районе дома. Проблемы нет!!! Удачи!!! Мы требуем))) Ты кто такой? 😊😊😊",0.0
Кто-то блокирует это видео ну как всегда акимат враги народа,0.0
"Долой всех верхушки начиная с Тоқаева. ПО другому никак. Ничего не изменится. Чистить надо с верху. 
Алға Қазақстан ✊🇰🇿",1.0
"Ну конечно, небожителям плевать на электорат. Ваше мнение не кто не спрашивает даже при референдумах или выборах. Все подписи ваши уже стоят где надо, а кто надо закрыл глаза на весь этот беспредел!",0.0
41 частный дом для расширения школы это галимое враньё. Максимум десять бы понадобилось. Однозначно под застройку хотят отобрать землю. Где проект расширения школы? Показывайте!,0.0
Полностью согласны - надо сокращать количество депутатов на 25% - - потом и качество работы «подтянется»💪🏼,0.0
😱😨😓😱😨😓😱,0.0
Видео тормозит,0.0
"Полнейший беспредел в стране творится!Годами люди строят,обустраивают свои дома,вкладывают в них свою душу, а потом без каких-либо предпосылок им говорят, ваш дом идёт под снос причём принудительно.Где в стране порядок?!Где демократия?!Где сострадание и человечность?!",0.0
Кто-то понесет наказание за это варварство?,0.0
"То есть под видом гос нужд они сейчас выдадут копейки людям, выкинут в никуда, а потом решат, что для школы многовато будет и упс, продадут большую часть застройщикам под многоэтажки",0.0
"Такое ощущение,  что специально нагнетают социальную напряженность: резкий рост цен буквально на все продовольственные и промышленные товары, тарифов на коммунальные услуги, снос частного сектора по всему городу. Ожидаемый рост НДС закрутит инфляцию еще больше. В чьих интересах действуют наши чиновники, что намеренно хотят или у них непреднаменно получается то, что может вызвать социальный  взрыв",0.0
Честно скажу я вообще не знал как это всё отслеживать спасибо большое очень даже классная информация надо народ делать грамотно финансово грамотный тогда чтобы был тотальный контроль над нашими политиками и чиновниками,0.0
Им пофигу!,0.0
"В других городах тоже строят, в Кокшетау направо и налево сносят и хорошую архитектуру.  Многоэтажки по скорости роста даже грибы обогнали. Несмотря на то, что котельная города и кнс на последнем дыхании уже",0.0
"А где изменения которые внесли в конструкции? Земля и недры принадлежат народу. А там планируют строить очередные человейники, наверно.",0.0
Пенком всех,0.0
Мамина и ему подобных вообще давно надо под суд отдать и с конфискацией имущества. Воры !,0.0
"Не болған осы мемлекетке, өзі былайда сенім жоқ",0.0
"Гос нужда деп алып жерді,частный мектеп салыпты дегенді естідік кеше такси жүргізушіден",0.0
Грабеж под прикрытием закона,0.0
Каким дэбилом нужно быть чтобы разрушить пилястры,0.0
Без предел.,0.0
Казахстан это Справедливое и слышащее государство 😂,0.0
Если бы ы надо было давно посадили бы. Паны дерутся у нас лбы трещат.,0.0
Олардың өздері жемқорлар,0.0
👍👍👍,0.0
"Кто принимал решение сноса,
Под суд✊✊✊✊✊",0.0
Властям и чинушам нужны деньги на верх они лезут не для того чтобы народу было лучше,0.0
"Че за ""рука-лицо""?",0.0
"ВЫ КАК В РОССИИ НЕ НАДО ПРОСИТЬ СТАВЛЕНИКА КРЕМЛЯ ТОКАЕВА .
ХОРОШО ХОТЬ НА КОЛЕНИ НЕ СТАЛИ .
БРАТЬ НУЖНО ОРУЖИЕ В РУКИ , ЭТО ЧАСТНАЯ СОБСТВЕННОСТЬ,  ЕСЛИ К ВАМ ВОШЛИ ВО ДВОР , ВЫ МОЖЕТЕ ЗАСТРЕЛИТЬ В КАЧЕСТВЕ ОБОРОНЫ.",1.0
Еще говорят что не могут сократить расходы,0.0
Они все в доле. Надо отрезать таким чиновникам руки и потом сажать,1.0
Беспредел,0.0
Нацык аузынды жапшы!!!,1.0
"ЭТО БЕСПРЕДЕЛ. 
ПОСЛЕ 22 ГОДА КАЗАХСТАНЦЫ ПРИГЛАТИЛИ ОБЕЩЯНИЕ ТОКАЕВА,  А ТОКАЕВ ПЛЮВАТЬ ХОТЕЛ НА ВАС .
ТОЛЬКО РЕВОЛЮЦИЯ СМОЖЕТ УБРАТЬ ЭТО КОРРУПЦИОННУЮ ВЛАСТЬ",1.0
Ким тексереди,0.0
Это не обсуждается. Уже подписаны документы.,0.0
Что с ним случится. Он протолкаевский 😂,0.0
Ату керек!,1.0
"Цель очевидна, хотят лишить людей земель, чтобы никто не мог выращивать фрукты, овощи, иметь скважины и т.п.",0.0
🔥🔥🔥,0.0
"ПРОИЗВОЛСТАН. В государстве где нет президента, нет будущего.",0.0
в Казахстане вообще не имеет смысл покупать землю и дома. Собственность не защищена никаким образом,0.0
Зависает видео,0.0
"Нужен реальный общественный контроль везде, а государство должно сделать систему где коррупция будет не возможна.",0.0
"Очень переживаю за автора, недай боже с ним что-то случится",0.0
Наши власти завтра тупо скажут что люди собрались на незаконный митинг и начнут преследовать всех кто там был,0.0
Пипец блокируют,0.0
"Кстати свободы слова нету в казахстане, будьте осторожны что пишете, ибо сейчас статьи влетают всем подряд",0.0
"Жителей близлежащих домов школы 106 Турксибского района в сентябре тоже уведомили о сносе и изъятии земель для расширения школы. Пока только звонили, сообщили, что официальное уведомление будет после подписания постановления. 
Но мы тоже ПРОТИВ! Нас тоже никто не спрашивал, и по генплану все жители района увидели, что на месте наших домов будут 6 этажки!!!",0.0
В отставку таких чиновников!,0.0
Наступает твоё время Валера,0.0
"Тоесть мы пашем пашем, покупаем частный дом, и приходят тупые чиновники в принудительном порядке приватизируют частную собственность, нахер вообще стараться чего то добиваться в этой стране. Уезжайте из этого бардака, ибо ваши дети будут жить в этом дурдоме",0.0
Ох дождутся НАСТОЯЩЕГО народного кантара..,0.0
"Ой,не говорите. Нет таких слов,чтобы описать их сущность",0.0
Почему бы не строить в других городах что они вцепились в Алмату все,0.0
Да,0.0
Это где?!,0.0
"Болса не болыпты? Казактар шыкса,озиниз шыксаныз кайда калдыныз? Инге басымызды тыгып жатпай,еркектер шыгу керек осындай коррупцияны жену ушин. Артымызда калсатын урпагымыз ушин!",0.0
"Орыстаргой бари, кайда болды булар билик казактв кырганда, тыгылып жатты енди жемисин жеп жатыр коркактыктарынын",0.0
Вандализм дейды буны,0.0
"Санжар, спасибо что помогаете бороться с таким без приделом.    Спасибо большое от имени Народа",0.0
Тут даже матов не хватает высказать всю ненависть этой власти,0.0
"Какой привет, такой и ответ должен быть этим старым маразматикам на верху.",0.0
"Санжар, видео зависает",0.0
В первомайке такая же песня школу расширяют типо а через год там будет стоять жк,0.0
Ну почему опять рука-лицо! Ну блин вы серьезно? Сколько можно?,0.0
Клең орыстар,0.0
"Если чиновники так хотят помочь школе, то купити им новые автобусы или интерактивные доски, добавьте зарплату учителям или пригласите специалистов из-за рубежа. Отмывайте народные деньги так, чтобы и людям польза тоже была.",0.0
Так нельзя же народ. Места мало что ли?,0.0
Это говорит что ү нас чиновники с понятиями варваров и вандалов средних веков,0.0
У всех зависает на второй минуте?,0.0
"Все в целях города засчет молодых и работающих людей. Я вот строю дом , и нет уверенности,  что снесут , хотя госакт и все документы в порядке. Пока в стране частная собственность не охраняется, никакой надежды на будущее нет",0.0
Вредительство,0.0
"Надо спонсировать Санжара на то чтобы он хотя бы ходил и применял нецензурную лексику к рабочим, которые ломают красоту чтобы на её месте построить кукую-то нелепую постройку. Спонсировать для компенсации штрафов за нецезурную брань. Чиновники устали слушать от людей разные слова и придумали штраф за это. Вместо того чтобы строить дороги там где их нет, сажать деревья на пустырях, вкладывать деньги в действительно необходимые проекты, чиновники открыто грабят бюджет и народ, реализуя ненужные проекты. Каким надо быть вандалом внутри чтобы так изощрённо надругаться над красивыми историческими постройками? ",0.0
"А что антикорупционная служба незнает как контролировать договора ? Или они делают вид что не знают ?
😅😅😅😅😅😅",0.0
За наши деньги акимат нас же на.бивает😂,0.0
"Разве не психически больной чиновник отдасть на разрушение это красивое уникальное по архтектуре здание школы.Я в шоке ,что это происходит на наших глазах, при нашей жизни.Этих инициаторов разрушение здания школы надо судить.Думаю, что наш Президент , являясь уроженцем Алматы и патриотом родного города не оставит без наказания этих вандалов разрушителей и.заставит.их восстановить здание школы в первозданном виде за свой счет.Иначе  тюрьма..",0.0
"Ужас ,это чистой воды коррупция на гос.уровне",0.0
Пилят бюджет как хотят,0.0
"Это разрушение вандализм. Этих неучей ,вандалов на западе расстреляли бы.Я с болью в сердце вспоминаю как вандалы.в ОПГ с чиновниками унитожали уникальное здание бывшего зоовет института 1897 года постройки.Этр зание сначала подожгли,потом нашелся поупатель, который хотел построить на этом месте торгвый центр.Когда общественгость поняла шум, появились  статья в газеті ""Время"", тогда хитромудрые члены ОПГ придумали ложную информацию, якобы фундамент здания проседает.У всех на памяти кк сгорело деревянное здание Слбора Порижской Богоматери икак весь мир собирал средства.и в течение  нескольких лет восстановил Собор в первлизданном виде
. Я предлагаю восстановить.здание бывшего зооветинститута, объявить сбор средств.Думаю мои земляки.семейчане не останутся в стороне.",0.0
ВАРВОРЫ   ЖУТЬ  ЭТА НАСТОЧЩЯЯ  ИЗВЕРГИ   РАВНОСИЛЬНО      ФАШИСТКИМ ВАРВОРСТОМ ТЕМ БОЛЕЕ ИСТОРИЧЕСКАЯ ЦЕННОСТЬ  КУДА  СМОТРЕЛА ҒАНИ БИСЕМБАЕВ  .ПРОСТИТЕ  СВОЛОЧИ  ЕСЛИ Я БЫЛ  МУЖЧИНОИ  ОБМАТЕРИЛ БЫ ПО ВСЕИ ЕГО НКЖНЫМИ   ПУСЬ ЗАГНИЕТ  ЭТИ КАРРУПЦИИОНЕРЫ  САНЖАР АМАН БОЛШВ АИНАЛАИЫН  УЖАС КАКИЕ  ДЕНЬГИ,0.0
"Зря показали, как контролировать бюджет. Теперь завтра будут блокировать сайт госзакупок",0.0
"Да все едины давно захватили власть, сами народ дают взятки им, штраф недали им, круговорот треугольник",0.0
Ну а если баран у власти  украдет то ему  почему то ничего не будет...,0.0
"Действия  кайда курлысты токтатып амон и кнб и полиция и спецслужбу вызыби и сразу наместе проверит, амоном мен полиция шакырып курлысты токтатып сол жерде устап тексеру керек видео сонда пайда бар",0.0
Вандалы хреновы! Как они достали,0.0
Мы уменьшить не можем вы пояса затягивайте,0.0
"Если барана украдет наш гражданин , то его сразу найдут и посадят .",0.0
ДЕНЕГ НЕ ХВАТИТ С НИМИ СУДИТЬСЯ,0.0
Во всём этом бордаке Токаев в деле поэтому щас все воруют,0.0
ВОРЫ НАЧИНАЯ ЕЩЁ С НУРШАЙТАНА.. А ЭТИ ДАРМОЕДЫ ЕГО ПОСЛЕДОВАТЕЛИ..,0.0
Потому что бор это судьи,0.0
"Почему  этих воров у нас не судят? Или потому что все до единого все воры, начиная с самого президенті?",0.0
Ещё про лифты на пешеходный переходах расскажите. Я не видел что бы хотя бы один работал.,0.0
"Молодец Санжар всех на чистую воду вытаскивает. Реально в депутаты,саған жол ашық",0.0
мы можем на них суд подать?,0.0
"Сейчас в Аксаях красят фасады девятиэтажек в бежевый цвет, арки в окнах в белый! Эти дома конечно не имеют никакой исторической ценности, но боюсь представить сколько там будет хищений, так как работы оч сложно просчитать и проконтролировать , но при желании можно. Это не бордюры, но новая идея акимата",0.0
@rpbigshaq ТЫ ИЛИ ПОДКУПЛЕН ИЛИ ПРОСТО СПЕЦИАЛЬНО ПИШЕШЬ АХИНЕЮ. 80 МЛН - ЭТО МОЖНО СДЕЛАТЬ ПСД НА НЕСКОЛЬКО МЖК И НОВОЕ СТРОИТЕЛЬСТВО. А ЗДЕСЬ ПРОСТО КАП.РЕМОНТ И ШКОЛЫ,0.0
убили нашу культуру. боже мой во что превращается наша Алмата,0.0
БЫЛА БЫ МОЯ ВОЛЯ Я ЭТОГО ВРАГА НАРОДА К СТЕНКЕ ПОСТАВИЛ БЫ БЕССМЕРТНЫЙ ЕЩЁ СПОРИТ УЯЛМАЙ,1.0
ок,0.0
очень жалко хорошее убирают а не качественное делают,0.0
Топас чиновниктар кайдан келген ёпта???,0.0
"@ЕленаЯлунина-в1ювы заблуждаетесь, проблема не в плохом вкусе населения, а в желании своровать максимально много у народа ну и конечго полной безнаказанности таких управленцев.",0.0
