comment_id,video_id,parent_id,text_display,text_original,author_display_name,published_at,like_count
Ugzs_07Xiqt-GJRWRA54AaABAg,sN7zPeGs4R8,,всем на МИТИНГ,всем на МИТИНГ,@interestingtv_,2025-11-04T18:46:32Z,0
UgwZR5WJKvjotbZKzm14AaABAg.AP6YsaC4ObaAP6mz_4R_vB,t_HtRmlKCVI,UgwZR5WJKvjotbZKzm14AaABAg,"@Vovan_Leksus Я В Алма-Ате русский Аккулак , а как выеду в Каскелен то казахом обзывают .","@Vovan_Leksus Я В Алма-Ате русский Аккулак , а как выеду в Каскелен то казахом обзывают .",@Yasya_Vasilev,2025-11-04T18:44:12Z,1
UgzyOpFv4gjQAP1Z5WV4AaABAg.AP6gxkYQV44AP6mxCFI_lw,t_HtRmlKCVI,UgzyOpFv4gjQAP1Z5WV4AaABAg,😂,😂,@serikkassenov3682,2025-11-04T18:43:52Z,2
Ugxp6JGMIS7AoENUjdJ4AaABAg.AP6ijW-nY5qAP6mpjHNZ0R,t_HtRmlKCVI,Ugxp6JGMIS7AoENUjdJ4AaABAg,Лечись.,Лечись.,@serikkassenov3682,2025-11-04T18:42:51Z,5
Ugwy0TJ8jka044E4ffR4AaABAg.AP5MI8TL4CuAP6mpOmZ8Vf,gvDGa3Fw2Jc,Ugwy0TJ8jka044E4ffR4AaABAg,"кантар, летом.","кантар, летом.",@hakma5819,2025-11-04T18:42:48Z,0
UgwHFEGk402aOS6g2254AaABAg,t_HtRmlKCVI,,"Санжар, здравствуйте. а что? запрет на точечную застройку отменили? У нас возле дома была мусорка.. в прошлом году вдруг выяснилось, что это чья то частная территория! мусорку перенесли к черту на кулички, а на ее месте строят непонятно что! уже 3 этажа подняли! и не похоже, что собираются остановиться! хотя, когда люди начинали возмущаться, говорили, что будет кулинария! Кому нужна кулинария , высотой в несколько этажей!? адрес : ул. Розыбакиева, чуть выше Байкадамова - возле кафе Le haus.    .. проверьте, пожалуйста 😢","Санжар, здравствуйте. а что? запрет на точечную застройку отменили? У нас возле дома была мусорка.. в прошлом году вдруг выяснилось, что это чья то частная территория! мусорку перенесли к черту на кулички, а на ее месте строят непонятно что! уже 3 этажа подняли! и не похоже, что собираются остановиться! хотя, когда люди начинали возмущаться, говорили, что будет кулинария! Кому нужна кулинария , высотой в несколько этажей!? адрес : ул. Розыбакиева, чуть выше Байкадамова - возле кафе Le haus.    .. проверьте, пожалуйста 😢",@tdutifrrr,2025-11-04T18:41:51Z,9
Ugxp6JGMIS7AoENUjdJ4AaABAg.AP6ijW-nY5qAP6maPzpnfP,t_HtRmlKCVI,Ugxp6JGMIS7AoENUjdJ4AaABAg,"Это украинцы этнические и немцы. Русская одна девушка там, и то мордвинка. В том районе европеоидной расы живёт много людей, не обольщайся, рюсски.","Это украинцы этнические и немцы. Русская одна девушка там, и то мордвинка. В том районе европеоидной расы живёт много людей, не обольщайся, рюсски.",@USA_UAArmanAlmaty,2025-11-04T18:40:45Z,2
UgxABhTGs8b4CNSODgJ4AaABAg.AP6ZhnP6rzjAP6mDo6bfL5,t_HtRmlKCVI,UgxABhTGs8b4CNSODgJ4AaABAg,"Там не жк, а школу расширяют.","Там не жк, а школу расширяют.",@zontikmoi,2025-11-04T18:37:32Z,0
UgwEzi2STZqBvsfY5-h4AaABAg,t_HtRmlKCVI,,"Действительно хотят расширить школу, потому что одна школа-20 на весь Турксибский район. По 2 гис посмотрите. Нужно такие же дома выделить гражданам. При ССР сносили и выдавали полноценные квартиры. Время не стоит на месте. Мы жили , где сейчас театр ауезова, снесли часный дом и дали трешку на ВДНХ в панельке","Действительно хотят расширить школу, потому что одна школа-20 на весь Турксибский район. По 2 гис посмотрите. Нужно такие же дома выделить гражданам. При ССР сносили и выдавали полноценные квартиры. Время не стоит на месте. Мы жили , где сейчас театр ауезова, снесли часный дом и дали трешку на ВДНХ в панельке",@zontikmoi,2025-11-04T18:36:51Z,5
UgxlVKw1pn7ZbUAKFIN4AaABAg.AP6kPyFNWG7AP6loPfs2JS,t_HtRmlKCVI,UgxlVKw1pn7ZbUAKFIN4AaABAg,"Из ролика подозрение возникает, что школу строить не собираются, что возможно будет отдано частной компании для строительства жилых комплексов. Вроде как директор школы проговорилась, что многоэтажки строить хотят. Разбираться надо.","Из ролика подозрение возникает, что школу строить не собираются, что возможно будет отдано частной компании для строительства жилых комплексов. Вроде как директор школы проговорилась, что многоэтажки строить хотят. Разбираться надо.",@bigboss8851,2025-11-04T18:33:56Z,3
Ugxa_ODvDvHyAp-akRB4AaABAg,t_HtRmlKCVI,,"Как сейчас там красиво,а этим нувориши нужно просто набить карманы не соглашайтесь,!!!!!","Как сейчас там красиво,а этим нувориши нужно просто набить карманы не соглашайтесь,!!!!!",@meiramazikhanov8128,2025-11-04T18:33:30Z,5
Ugw6bC91xjNNZbr1LSR4AaABAg,t_HtRmlKCVI,,Мына билік бізді крепостной құлдыққа апара жатыр. Халықты пысқырмайда кетті.,Мына билік бізді крепостной құлдыққа апара жатыр. Халықты пысқырмайда кетті.,@user-qw3jy4lr5n,2025-11-04T18:32:59Z,5
UgzipV3PkLBbgxRBuCl4AaABAg,t_HtRmlKCVI,,"Какие госнудды ужас это они хотят Алмату превратить из зелёного города в серые цементные короба жильцы не соглашайтесь генплан не согласованный вами не может быть таковым ,держитесь❤🎉","Какие госнудды ужас это они хотят Алмату превратить из зелёного города в серые цементные короба жильцы не соглашайтесь генплан не согласованный вами не может быть таковым ,держитесь❤🎉",@meiramazikhanov8128,2025-11-04T18:32:24Z,14
Ugw2Rmf4ktDs6XcSID94AaABAg.AP6YQRuukYfAP6lYJXa1QJ,t_HtRmlKCVI,Ugw2Rmf4ktDs6XcSID94AaABAg,"Котагым джемес , маймыл","Котагым джемес , маймыл",@Uasya-rm3xe,2025-11-04T18:31:36Z,0
UgwZR5WJKvjotbZKzm14AaABAg.AP6YsaC4ObaAP6lPkN7UMA,t_HtRmlKCVI,UgwZR5WJKvjotbZKzm14AaABAg,"​@unpeacemaker6519э мал , крытпа","​@unpeacemaker6519э мал , крытпа",@Uasya-rm3xe,2025-11-04T18:30:26Z,0
UgyAueMonbld7BsaGH54AaABAg,gvDGa3Fw2Jc,,"Выдвигайтесь в акимы города, это нужно прекращать! Невозможно смотреть как рушат наш город 😭😭😭","Выдвигайтесь в акимы города, это нужно прекращать! Невозможно смотреть как рушат наш город 😭😭😭",@feiruzabdulla3518,2025-11-04T18:30:18Z,1
UgzdQ4h2Pxgi5HPe1s14AaABAg,t_HtRmlKCVI,,"Надо всем кто живут в частных домах в черте города объединится для поиска взаимовыгодного выхода с данной проблемы, иначе скоро всех снесут и построят для инвесторов их хотелки","Надо всем кто живут в частных домах в черте города объединится для поиска взаимовыгодного выхода с данной проблемы, иначе скоро всех снесут и построят для инвесторов их хотелки",@Yangidos,2025-11-04T18:29:50Z,9
Ugxp6JGMIS7AoENUjdJ4AaABAg.AP6ijW-nY5qAP6lK3KbRZW,t_HtRmlKCVI,Ugxp6JGMIS7AoENUjdJ4AaABAg,"Это казаки донские и с Оренбурга, перекочевали в 1869 году, при репрессии 1930 половина перекочевала в сторону Китая. Историю нужно учить.","Это казаки донские и с Оренбурга, перекочевали в 1869 году, при репрессии 1930 половина перекочевала в сторону Китая. Историю нужно учить.",@zontikmoi,2025-11-04T18:29:39Z,3
Ugwy0TJ8jka044E4ffR4AaABAg.AP5MI8TL4CuAP6lIU050eH,gvDGa3Fw2Jc,Ugwy0TJ8jka044E4ffR4AaABAg,"Есть конечно методы, народ не пострадает а чиновники забегают как ошпаренные","Есть конечно методы, народ не пострадает а чиновники забегают как ошпаренные",@user-hi2ej4yg6d,2025-11-04T18:29:26Z,0
UgwA4kFATd3Z54X5iFl4AaABAg.AP6_gy6hK_yAP6lDIUC2D7,t_HtRmlKCVI,UgwA4kFATd3Z54X5iFl4AaABAg,Крытпа маймыл,Крытпа маймыл,@Uasya-rm3xe,2025-11-04T18:28:43Z,0
UgzyOpFv4gjQAP1Z5WV4AaABAg.AP6gxkYQV44AP6lAcYG9yX,t_HtRmlKCVI,UgzyOpFv4gjQAP1Z5WV4AaABAg,Чем тебе не нравятся цвета казахстанского флага?,Чем тебе не нравятся цвета казахстанского флага?,@ЛарисаСмирнова-г1щ,2025-11-04T18:28:22Z,5
Ugx3byQhxVfL3d5uXU94AaABAg,t_HtRmlKCVI,,"У нас вообще существует институт собственности??? Получается, иди куда хочешь и живи , где хочешь. А землю заберет акимат или Управление образования","У нас вообще существует институт собственности??? Получается, иди куда хочешь и живи , где хочешь. А землю заберет акимат или Управление образования",@ЛарисаСмирнова-г1щ,2025-11-04T18:24:52Z,7
UgxCVtc40tYfyuP3FUF4AaABAg.AP6i-bq2p3xAP6kSiUDbz6,t_HtRmlKCVI,UgxCVtc40tYfyuP3FUF4AaABAg,Мал это цвета флага Казахов,Мал это цвета флага Казахов,@TA-ep8ft,2025-11-04T18:22:06Z,5
UgxlVKw1pn7ZbUAKFIN4AaABAg,t_HtRmlKCVI,,"Первый раз такое вижу, чтоб из-за построенной школы сносили жилые дома. Обычно для жителей строят школы. Акиматы уже конечно это как бизнес-центры)","Первый раз такое вижу, чтоб из-за построенной школы сносили жилые дома. Обычно для жителей строят школы. Акиматы уже конечно это как бизнес-центры)",@Jezburg_50,2025-11-04T18:21:43Z,8
Ugxc6Kx-Ej-qj-L5aol4AaABAg.AP6XsfTefD2AP6kP20Ftrk,t_HtRmlKCVI,Ugxc6Kx-Ej-qj-L5aol4AaABAg,@Timur-l2hи ты выздоравливай 🙏🏻,@Timur-l2hи ты выздоравливай 🙏🏻,@МарианнаШумских-в1щ,2025-11-04T18:21:35Z,1
UgzyOpFv4gjQAP1Z5WV4AaABAg.AP6gxkYQV44AP6kOtIgn91,t_HtRmlKCVI,UgzyOpFv4gjQAP1Z5WV4AaABAg,Ты тупой? Это цвета нашего флага,Ты тупой? Это цвета нашего флага,@TA-ep8ft,2025-11-04T18:21:34Z,5
Ugw2Rmf4ktDs6XcSID94AaABAg.AP6YQRuukYfAP6kKJRwPWI,t_HtRmlKCVI,Ugw2Rmf4ktDs6XcSID94AaABAg,Выздоравливай 🙏🏻,Выздоравливай 🙏🏻,@МарианнаШумских-в1щ,2025-11-04T18:20:57Z,0
Ugxp6JGMIS7AoENUjdJ4AaABAg.AP6ijW-nY5qAP6kElGeCMR,t_HtRmlKCVI,Ugxp6JGMIS7AoENUjdJ4AaABAg,"И что хочешь сказать. А митинги, борьба за улучшения Казахстана своей страны русских нет, пользуются только результатом, как такой заворот. Нечего странного что больше русских, это легко объяснимо, но не хочется.","И что хочешь сказать. А митинги, борьба за улучшения Казахстана своей страны русских нет, пользуются только результатом, как такой заворот. Нечего странного что больше русских, это легко объяснимо, но не хочется.",@НуралинКайдар,2025-11-04T18:20:11Z,9
UgyrpQk0TbJALb-qZYd4AaABAg,gvDGa3Fw2Jc,,"Школа,где мыучились,учились мои дети!Это ужас,что сделали!Варвары!Слов нет!Что делается?!","Школа,где мыучились,учились мои дети!Это ужас,что сделали!Варвары!Слов нет!Что делается?!",@ДанаД-ц5ч,2025-11-04T18:19:23Z,1
UgzaAlohPp_awugBrgV4AaABAg.AP6hHFCxcbgAP6k7x9x9rb,t_HtRmlKCVI,UgzaAlohPp_awugBrgV4AaABAg,"В том то и дело ,что суды то заодно с ними.","В том то и дело ,что суды то заодно с ними.",@ruslandzhalilov5780,2025-11-04T18:19:15Z,1
UgwZR5WJKvjotbZKzm14AaABAg.AP6YsaC4ObaAP6k6ECS9J0,t_HtRmlKCVI,UgwZR5WJKvjotbZKzm14AaABAg,"@michael_hali конечно, они специально это делают, на таких нет смысла реагировать","@michael_hali конечно, они специально это делают, на таких нет смысла реагировать",@МарианнаШумских-в1щ,2025-11-04T18:19:01Z,3
UgxqKyCiWThtb-hSr4Z4AaABAg,t_HtRmlKCVI,,Есть выход отправить Акима в иной мир 😂 пусть там делает что захочет,Есть выход отправить Акима в иной мир 😂 пусть там делает что захочет,@Маргоэнерджи,2025-11-04T18:15:34Z,3
UgxywZ9s2tJTfOmDZFF4AaABAg,t_HtRmlKCVI,,"Санжар здравствуйте,  прошу Вас , поднять вопрос о запрете на снос частного сектора, за исключением ветхих авариийных жилых домов и  запрете   строительства МЖК  и ЖК в сейсмический опасном городе Алматы,  по данной школе ,тоже вопрос можно решить , за счет  реконструкции и перепланировки, а не за счет сноса домов, это глупо, либо чей то интерес","Санжар здравствуйте,  прошу Вас , поднять вопрос о запрете на снос частного сектора, за исключением ветхих авариийных жилых домов и  запрете   строительства МЖК  и ЖК в сейсмический опасном городе Алматы,  по данной школе ,тоже вопрос можно решить , за счет  реконструкции и перепланировки, а не за счет сноса домов, это глупо, либо чей то интерес",@ОльгаПоснова-б6э,2025-11-04T18:14:27Z,6
UgznrmIbAHoFBjcMrAt4AaABAg,gvDGa3Fw2Jc,,"Расстрелять!!!! Другого они не понимают, неужели вы не видите??? Расстрел!!!","Расстрелять!!!! Другого они не понимают, неужели вы не видите??? Расстрел!!!",@Карашаш-ц6г,2025-11-04T18:13:51Z,6
Ugwj9PS5eQ21--5i45Z4AaABAg,mW07S32VQKc,,Сокращать и сокращать,Сокращать и сокращать,@ГулжанТокенова,2025-11-04T18:10:31Z,0
Ugxp6JGMIS7AoENUjdJ4AaABAg.AP6ijW-nY5qAP6itv3RF1F,t_HtRmlKCVI,Ugxp6JGMIS7AoENUjdJ4AaABAg,Не все,Не все,@Gold-999,2025-11-04T18:08:28Z,1
Ugzptc4asPvQPypf4pR4AaABAg,t_HtRmlKCVI,,"Люди!!!! Не соглашайтесь с решениями чиновников!!!! Если они не Слуги Народа, то гнать их в шею, зарплата у них от 1,5 ляма тенге с бюджета!!!!!","Люди!!!! Не соглашайтесь с решениями чиновников!!!! Если они не Слуги Народа, то гнать их в шею, зарплата у них от 1,5 ляма тенге с бюджета!!!!!",@Карашаш-ц6г,2025-11-04T18:07:45Z,8
Ugwj6fSoxNNse-UGlCd4AaABAg,gvDGa3Fw2Jc,,"Один меценат в Алматинской области решил за свои деньги построить школу в селе жалғамыс а, ғасударство не дало добро так как это учебное заведение надо ставить на баланс !!!
Такой бред только у нас на родине или ???","Один меценат в Алматинской области решил за свои деньги построить школу в селе жалғамыс а, ғасударство не дало добро так как это учебное заведение надо ставить на баланс !!!
Такой бред только у нас на родине или ???",@Pro_NeoCar,2025-11-04T18:07:30Z,4
Ugxp6JGMIS7AoENUjdJ4AaABAg,t_HtRmlKCVI,,А все заметили? Все русские! Говорят! А знаете почему? Потомучто русские не кочевой народ! Как некоторые!,А все заметили? Все русские! Говорят! А знаете почему? Потомучто русские не кочевой народ! Как некоторые!,@ВладимирПокликуха,2025-11-04T18:07:03Z,9
UgzGmELfihLJ6TZlzz94AaABAg,gvDGa3Fw2Jc,,Вроде как за эти деньги даже в Казахстане можно построить шаолу,Вроде как за эти деньги даже в Казахстане можно построить шаолу,@Pro_NeoCar,2025-11-04T18:04:55Z,1
UgzzhF_nV-TdwVoWdSB4AaABAg,t_HtRmlKCVI,,"Лол, реально видео притормаживает","Лол, реально видео притормаживает",@krammer_929,2025-11-04T18:04:16Z,2
UgxKrrFQ5O9zh6yFtPd4AaABAg.AP6dGiZ4OqpAP6iPwm_1bj,t_HtRmlKCVI,UgxKrrFQ5O9zh6yFtPd4AaABAg,"Подскажите, а дома в Шаныраке были оформленные, с документами? Если нет, то в этом сами жители сносимых домов виноваты, поэтому акимат их и начал сносить, так как они были не узаконеные! а у этих людей все документы есть!","Подскажите, а дома в Шаныраке были оформленные, с документами? Если нет, то в этом сами жители сносимых домов виноваты, поэтому акимат их и начал сносить, так как они были не узаконеные! а у этих людей все документы есть!",@bayanfritc9351,2025-11-04T18:04:14Z,5
UgzuxRqH8W35uXRPcHZ4AaABAg.AP6YtBm9ddRAP6iJZrlqrG,t_HtRmlKCVI,UgzuxRqH8W35uXRPcHZ4AaABAg,"Русик, где ты живешь?","Русик, где ты живешь?",@krammer_929,2025-11-04T18:03:22Z,3
Ugx0Q8uFx7wqf5bFo7l4AaABAg,t_HtRmlKCVI,,"Уведомление без подписи, печати и ФИО ещё не о чем не говорит! Только по суду можно выгнать принудительно людей из квартир. Потом аким города это не последняя инстанция по уведомлению просто так выгнать людей из своих домов. Он исполнитель, а не закон! Государство дает гарантию на свое жилье и безопасность жить в своем жилище, а не выселение под принуждением по Конституции. Уведомление, это ещё не приговор! Государство наш гарант по Конституции. Потому что все услуги оказывает частное юрлицо, а не государство.  Получается аким города что делает? Догадайтесь! А значит идете все с этими уведомлениями в акимат города и при нем зачеркиваете эти уведомлениями красной пастой крест на крест и пишите не акцептируете их аферту! Не акцептую вашу аферту лично каждый на своих уведомлениях. То есть не даёте согласие на выселение. Под протокол фиксирует на телефоны, озвучиваете число, месяц, год и оставляете эти уведомления ему под протокол на ваши телефоны. Когда все вместе они будут думать уже по другому. Если по одному, то вам закроют рот, запугав вас по отдельности. Потому что акимом города вам было выброшена информация договора публичной оферты(мошенничество) оказание услуги частного юрлица. Без ФИО, подписи и печати обычно они это так делают, такой договор без подписи и печати с их стороны не действителен. Тем более без вашей подписи не действителен! А где договор у каждого из вас с ним лично? Или ещё с кем? С ФИО, подписью и печатью? Кото заказчик? Кому это надо? Для чего здесь снос? Где будете жить? Какое жилье дадут? Или какая компенсация будет? Все этого обговаривается в договоре лично с каждом домом. А не выбросом публичного договора аферты(мошенничество). Тем более уведомления. Без подписи и печати в устной форме. И вы если примите устно его согласие, значит вы акцептовали, согласились на выселение вас из своих домов без компенсации! А он должен был заранее выйти к вам за месяц или предупредить вас по почте, что будет выселение и будет ли вам компенсация по вашей цене. Чего не было сделано. А сразу всем вам выставили уведомление по факту! Это не законно! Это уголовная статья по жилищным отношениям.","Уведомление без подписи, печати и ФИО ещё не о чем не говорит! Только по суду можно выгнать принудительно людей из квартир. Потом аким города это не последняя инстанция по уведомлению просто так выгнать людей из своих домов. Он исполнитель, а не закон! Государство дает гарантию на свое жилье и безопасность жить в своем жилище, а не выселение под принуждением по Конституции. Уведомление, это ещё не приговор! Государство наш гарант по Конституции. Потому что все услуги оказывает частное юрлицо, а не государство.  Получается аким города что делает? Догадайтесь! А значит идете все с этими уведомлениями в акимат города и при нем зачеркиваете эти уведомлениями красной пастой крест на крест и пишите не акцептируете их аферту! Не акцептую вашу аферту лично каждый на своих уведомлениях. То есть не даёте согласие на выселение. Под протокол фиксирует на телефоны, озвучиваете число, месяц, год и оставляете эти уведомления ему под протокол на ваши телефоны. Когда все вместе они будут думать уже по другому. Если по одному, то вам закроют рот, запугав вас по отдельности. Потому что акимом города вам было выброшена информация договора публичной оферты(мошенничество) оказание услуги частного юрлица. Без ФИО, подписи и печати обычно они это так делают, такой договор без подписи и печати с их стороны не действителен. Тем более без вашей подписи не действителен! А где договор у каждого из вас с ним лично? Или ещё с кем? С ФИО, подписью и печатью? Кото заказчик? Кому это надо? Для чего здесь снос? Где будете жить? Какое жилье дадут? Или какая компенсация будет? Все этого обговаривается в договоре лично с каждом домом. А не выбросом публичного договора аферты(мошенничество). Тем более уведомления. Без подписи и печати в устной форме. И вы если примите устно его согласие, значит вы акцептовали, согласились на выселение вас из своих домов без компенсации! А он должен был заранее выйти к вам за месяц или предупредить вас по почте, что будет выселение и будет ли вам компенсация по вашей цене. Чего не было сделано. А сразу всем вам выставили уведомление по факту! Это не законно! Это уголовная статья по жилищным отношениям.",@СаидаМамлеева,2025-11-04T18:02:46Z,6
UgxNJvxdRp6pc1ZM-ZB4AaABAg,t_HtRmlKCVI,,"Да это какая то жесть ,что не новость так произвол ,коррупция -беспредел.Смертная казнь за коррупцию и взятки срочно.","Да это какая то жесть ,что не новость так произвол ,коррупция -беспредел.Смертная казнь за коррупцию и взятки срочно.",@momento_more99,2025-11-04T18:02:25Z,3
Ugyf8wHjh9mb_RO40u14AaABAg,t_HtRmlKCVI,,"Санжар, спасибо за работу! Спасибо за неравнодушие к нашему городу!  Но вам надо всех комментаторов под вашими роликами за разжигание межнациональной розни точно также выводить на ""чистую воду"", как вы выводите недобросовестных застройщиков и чиновников. В Алма-Ате с начала ее образования проживали более 100 национальностей. Все эти национальности участвовали в строительстве нашего многонационального города, для всех нас - это Родина  и не в первом поколении. Мы, коренные алма-атинцы никогда не делили  людей на национальности и не называли ""лаптями"", ""бессердечными"". Почему сегодня безнаказанно устанавливается тенденция унижать другие национальности в нашем государстве!?","Санжар, спасибо за работу! Спасибо за неравнодушие к нашему городу!  Но вам надо всех комментаторов под вашими роликами за разжигание межнациональной розни точно также выводить на ""чистую воду"", как вы выводите недобросовестных застройщиков и чиновников. В Алма-Ате с начала ее образования проживали более 100 национальностей. Все эти национальности участвовали в строительстве нашего многонационального города, для всех нас - это Родина  и не в первом поколении. Мы, коренные алма-атинцы никогда не делили  людей на национальности и не называли ""лаптями"", ""бессердечными"". Почему сегодня безнаказанно устанавливается тенденция унижать другие национальности в нашем государстве!?",@ТатьянаСалагаева-ь7л,2025-11-04T18:02:24Z,12
UgxKrrFQ5O9zh6yFtPd4AaABAg.AP6dGiZ4OqpAP6i72wijno,t_HtRmlKCVI,UgxKrrFQ5O9zh6yFtPd4AaABAg,Что ты несешь?,Что ты несешь?,@krammer_929,2025-11-04T18:01:39Z,5
UgwvqZaojtnqswlglxx4AaABAg,gvDGa3Fw2Jc,,"История о себе из жизни
В 2007 служил в армии на благо родине год срочной три по контракту 
Почти 20 лет спустя в армии ничего не изменилось 
Каждый набивает свой тулуп чтоб зимой было теплее 
Крахххххх позор коррупция 
Что творится что происходит
Крик души
У молодежи нет перспективы 
Кругом коррупция
В больницу пришол налоги платишь все соц отчисления отчисляешь как не крути на лапу дай на ход ноги экстренно не экстренно хоть помри
Глятьььь полный писеццццц 😂😂😂","История о себе из жизни
В 2007 служил в армии на благо родине год срочной три по контракту 
Почти 20 лет спустя в армии ничего не изменилось 
Каждый набивает свой тулуп чтоб зимой было теплее 
Крахххххх позор коррупция 
Что творится что происходит
Крик души
У молодежи нет перспективы 
Кругом коррупция
В больницу пришол налоги платишь все соц отчисления отчисляешь как не крути на лапу дай на ход ноги экстренно не экстренно хоть помри
Глятьььь полный писеццццц 😂😂😂",@Pro_NeoCar,2025-11-04T18:01:27Z,3
UgxCVtc40tYfyuP3FUF4AaABAg,t_HtRmlKCVI,,Я один увидел здания разукрашенные бондеровскими цветами,Я один увидел здания разукрашенные бондеровскими цветами,@КанатАменов,2025-11-04T18:00:39Z,6
UgzyOpFv4gjQAP1Z5WV4AaABAg.AP6gxkYQV44AP6hnPr-LDt,t_HtRmlKCVI,UgzyOpFv4gjQAP1Z5WV4AaABAg,"товарищ, ты шо? Это стеб или реальность?","товарищ, ты шо? Это стеб или реальность?",@krammer_929,2025-11-04T17:58:50Z,3
UgxfobeWZNS9063eOrF4AaABAg.AP6gHJPHEOVAP6haYiQsjL,t_HtRmlKCVI,UgxfobeWZNS9063eOrF4AaABAg,потому что строительные  нормы запрещают строить школы выше 3трех этажей. особенно в сейсмичных районах.,потому что строительные  нормы запрещают строить школы выше 3трех этажей. особенно в сейсмичных районах.,@nailleadilbek5320,2025-11-04T17:57:05Z,1
UgzanJCyTsMTAvi7reB4AaABAg,t_HtRmlKCVI,,"Земля нужна.
Люди нет!","Земля нужна.
Люди нет!",@ЕргазыАуесов,2025-11-04T17:55:30Z,5
UgzyOpFv4gjQAP1Z5WV4AaABAg.AP6gxkYQV44AP6hPsY5tvV,t_HtRmlKCVI,UgzyOpFv4gjQAP1Z5WV4AaABAg,ты про школу? у нас в Казахстане нет сумасшедших которых тригерит желтый и голубой цвет . в россии полно организаций у которых герб желто голубой и ничего. а что такое бандеровский флаг разве есть такой?,ты про школу? у нас в Казахстане нет сумасшедших которых тригерит желтый и голубой цвет . в россии полно организаций у которых герб желто голубой и ничего. а что такое бандеровский флаг разве есть такой?,@nailleadilbek5320,2025-11-04T17:55:29Z,7
UgzaAlohPp_awugBrgV4AaABAg,t_HtRmlKCVI,,"Ст. 26 Конституции: В Конституции Республики Казахстан право собственности неприкосновенно, что означает, что никто не может быть лишен своего имущества иначе как по решению суда. Принудительное отчуждение имущества для государственных нужд допускается только в исключительных случаях, предусмотренных законом, и при условии равноценного возмещения. 

Ключевые положения

Неприкосновенность и гарантии: Право собственности гарантируется законом, и принимаемые правовые акты не могут ограничивать или лишать законно приобретенного имущества, если иное не предусмотрено Конституцией.

Ограничения: Лишение имущества возможно исключительно по решению суда.

Государственные нужды: В редких случаях, предусмотренных законом, может произойти принудительное отчуждение для государственных нужд, но только при условии выплаты равноценного возмещения.","Ст. 26 Конституции: В Конституции Республики Казахстан право собственности неприкосновенно, что означает, что никто не может быть лишен своего имущества иначе как по решению суда. Принудительное отчуждение имущества для государственных нужд допускается только в исключительных случаях, предусмотренных законом, и при условии равноценного возмещения. 

Ключевые положения

Неприкосновенность и гарантии: Право собственности гарантируется законом, и принимаемые правовые акты не могут ограничивать или лишать законно приобретенного имущества, если иное не предусмотрено Конституцией.

Ограничения: Лишение имущества возможно исключительно по решению суда.

Государственные нужды: В редких случаях, предусмотренных законом, может произойти принудительное отчуждение для государственных нужд, но только при условии выплаты равноценного возмещения.",@solyaris79,2025-11-04T17:54:19Z,8
UgxkDP18_gb_9MCn64V4AaABAg,gvDGa3Fw2Jc,,Как так можно было разрушить красоту?!Мәссаған! Край !,Как так можно было разрушить красоту?!Мәссаған! Край !,@БауыржанАмиркен-д5п,2025-11-04T17:52:52Z,5
UgzyOpFv4gjQAP1Z5WV4AaABAg,t_HtRmlKCVI,,"Санжар я интернационалист ,я противник нацизма в любом проявлении. Почему все дома разукрашены в цвета бандеровского флага. Там трезубцев нехвотает . Не удоляй ответь","Санжар я интернационалист ,я противник нацизма в любом проявлении. Почему все дома разукрашены в цвета бандеровского флага. Там трезубцев нехвотает . Не удоляй ответь",@КанатАменов,2025-11-04T17:51:31Z,5
Ugy5_-dQew1_R6mwh8Z4AaABAg,gvDGa3Fw2Jc,,"Каждый день ходим через подземный переход на пересечении жарокова альфараби 😊
Это место для экскурсии
Было шикарно натуральный камень все по человечески
А сейчас взглянуть плитка хз бу или что не понять 1.5 работника кладут что то заливают делают затирку швов","Каждый день ходим через подземный переход на пересечении жарокова альфараби 😊
Это место для экскурсии
Было шикарно натуральный камень все по человечески
А сейчас взглянуть плитка хз бу или что не понять 1.5 работника кладут что то заливают делают затирку швов",@Pro_NeoCar,2025-11-04T17:50:43Z,4
UgzcIPblspz8mtz4oid4AaABAg.AP6d40t2zyYAP6gmlXy_Rj,t_HtRmlKCVI,UgzcIPblspz8mtz4oid4AaABAg,"Есть. Всех плотно загнать в этажки, и получать большие деньги. Свет,вода вся коммуналка. А они будут жить в своих катеджах и дальше отнимать у народа.  В городе не только проехать , дышать и пройти будет невозможно. Город не резиновый. Потом и транспор частный запретят использовать чтобы не дымил.","Есть. Всех плотно загнать в этажки, и получать большие деньги. Свет,вода вся коммуналка. А они будут жить в своих катеджах и дальше отнимать у народа.  В городе не только проехать , дышать и пройти будет невозможно. Город не резиновый. Потом и транспор частный запретят использовать чтобы не дымил.",@Vovan_Leksus,2025-11-04T17:50:01Z,3
UgzBFIW9yj5xuHdc7-Z4AaABAg,gvDGa3Fw2Jc,,"Кто подписывает тендер ??? Может с тех начинать?
80 млн на проектирование???
Что за цифры кто что курит?😢","Кто подписывает тендер ??? Может с тех начинать?
80 млн на проектирование???
Что за цифры кто что курит?😢",@Pro_NeoCar,2025-11-04T17:46:43Z,5
UgzB_UrXmPyklk180Wl4AaABAg,gvDGa3Fw2Jc,,"Целое агенство антикор создали и кормят,  они вот также не делают","Целое агенство антикор создали и кормят,  они вот также не делают",@ufcbjj108,2025-11-04T17:46:39Z,2
