comment_id,text_original,lang_model,is_kazakh_model
Ugx5f2nuvbWiT3cz9N94AaABAg,Сіздің еңбегіңізді елей қойяр  ма екен,kk,True
Ugx81g5wVyncNJyxNLh4AaABAg,Бюджетте  жыртық тиын қалмаған! Халықтан алады,kk,True
Ugx3928bWnZ6oTndX6d4AaABAg,Нечаино урдаса кешіру керек дедіғои урдаи беред,kk,True
UgzqL0am-0jewk2fU-x4AaABAg,"Санжар сізге Алла разы болсын 
Ұрылар халықты тонап жатыр",kk,True
UgzwLnse2bg7kNYER5h4AaABAg,"Ерім дейтін ел болмаса, елім дейтін ер қайдан болсын?!
Санжар бауырым халықтың бар қолдауы бір өзіңде. Артыңда халқың тұр, ешнәрседен қорықпа, біз сеніменбіз. Аяғына дейін жеткіз бауырым. Сен сияқты азаматтар тұрғанда Қазақ елінің болашағы бар екеніне сенемін. Біз біргеміз✊️",kk,True
Ugw-Q5ToASNWnTkv2_94AaABAg,Кудай жазаларынды берсин жемкорлар,kk,True
Ugx8fxCWyRLaQLUeSFt4AaABAg,Поный укиметти отставкага жиберин келиспесе котерилген дурыс халыктын. Халыкты адам ку дкп санамаиды мына иттер,kk,True
UgyMV-4Q5zyihIkpNol4AaABAg,Ассалаумагалейкум уарахматуллахи уабаракатух ия дурыс айтасын интернет 4 g азер тауып аласынгой,kk,True
UgyekRSWvz_tEnV35hR4AaABAg.9uxrXBLmYEQ9uyTjb-994l,"МИНСТРЛЕРДІ  ҚУМАЙМЫЗ, БІР    ОРЫННАН  ЕКІНШІ  ОРЫНҒА   ШАХМАТТЫҢ  ТАСЫНДАЙ  АУЫСТЫРА  САЛАМЫЗ  БҰЛ  ӨТЕ  ПАЙДАЛЫ, БІЗДІҢ  ҚОЛЫМЫЗДАН   ОСЫ  ЖАҚСЫ  КЕЛЕДІ 
   МАСҚАРА...",kk,True
UgzOT8QAJDAjE81UdxZ4AaABAg,Масқара😢😮,kk,True
UgzE2LX1JZ48b9hIeQF4AaABAg,Санжардың жоспары дұрыс👍👍.,kk,True
Ugy4UuBi3H2YAEYdLAF4AaABAg.A73p2_jgQwwA745QsaFHkD,"Көп айтылды, дұрыс айтылды! Қазақ тілі бай, жақсы сөйлей аламыз, бірақ сол көп  сөзден бір мәселе  шешілді  ме, мардымды өндіріс болды ма?  Санжар өзінің қолға алған мұқтаж мәселелерді аяғына  шейін  жеткізу үшін халық керек емес пе? ""Один в поле не воин"" бекер емес пе?",kk,True
Ugx9tJDaOPNts1LYubF4AaABAg.9un7S2tFk9Z9un9W7OnJXT,Байбек бекер қашпапты ғой. Болашақовец хренов,kk,True
UgxIid5-B-X_Qoxv58R4AaABAg,Я против АЭС керек емес маган АЭС,kk,True
UgxuvfsEGr9MIwrI65h4AaABAg,"Жаңа машина, өмір бойы арман болды ғой.....",kk,True
Ugxdt6NWwRAB9leVF-B4AaABAg,"Арине саткын,опасыз казак азаматы жер ушин тайып турсын ЕЛИМИЗДЕН!!",kk,True
UgxrdSezdB4fRTg39nh4AaABAg,Балык басынан ширийды...,kk,True
Ugz4WK2o0yG8hpkRnuZ4AaABAg,Үкіметте халықтың қамын ойлайтын адам бар ма екен өзі!?,kk,True
UgzKkqdAp4itKAyhg5F4AaABAg,"Сұмдық-ай! Құқық тапталмау керек! Халық сөзін сөйлегендердің аузын жабуға ұмтылмай, керісінше, дұрыс айтқан сөзіне құлақ асу керек!",kk,True
UgzZ0itXAKSiTamoAR14AaABAg,Құдаи аиналаиын  абаилашы,kk,True
Ugy-Zi4R4PAMGARJmAF4AaABAg,Сизды колдадык,kk,True
UgyMfToPvprGDlAMimN4AaABAg,Шалдардан кутылмай казак дамымайды,kk,True
UgwGmJmkqxHbEK2S3Np4AaABAg,Тек халықты тонау ғо амалдары айттымғо халықмемлекет емес олардікі тек оилайтындары қарындары,kk,True
Ugx_0eE_RNuB9Bms5PR4AaABAg,😂😂😂 маскара позор казакстан боратстан,kk,True
UgwVR23RXGXIN38ybdV4AaABAg,Ісіңе сәт - алға!,kk,True
UgzzPqv8Zj4ivZtH90B4AaABAg,"Биликтин 80пайызы казах еместер!Ишки душпан казагымды жайлап кыруды коздеп отыр.Биликте тек казахтар отыру керек.Сут онимдери ресейден келгенше айнымау ушин химия косады,ал ол химия балалардын болашагын улайды.",kk,True
UgxMHO8_96RzDC2V_nd4AaABAg,"Тамаша Санжар бауырым, тек алға, Алматылықтар Санжарға дауыс беріңдер, Қазақстанның көркеюіне шешуші мезгіл келді!!!",kk,True
Ugy-8vPabhsxoRC8f-h4AaABAg,"Санжар Ассалам Уалейкум!
Ай молодец!
Жарайсын ! Токтама.",kk,True
Ugxl2k1eTW_kM9FlRVZ4AaABAg,Бокаевта нелер бар Токаевка аитам,kk,True
UgxdvXGXYqKP3eZ08Zh4AaABAg.AMQC0Yg7d4TAMQCbeR1pek,Ассалаумағалайкум,kk,True
Ugzxy5wjVVaFnjJE22d4AaABAg,"1.АДК -АЛМАТИНСКИЙ ДОМОСТРОЙТЕЛЬНЫЙ  КОМБИНАТТЫ  ВОССТАНОВИТЬ.  2. БАРЛЫҚ  ЖҰМЫСШЫДАРЫН ЖЫЙНАП  , ОЛАР ПЕНСИОНЕРЛЕР ,- ЭТО ХОРОШАЯ  ШКОЛА  , СОЛАРДЫҢ АЙЫТҚАНЫМЕН ЖАСАУ КЕРЕК( ЛАБАРАТОРИЯ) , , (МЕРДІГЕР И.Т.Д . ОЛАРДЫ ЖОЛАТПАУ КЕРЕК АРХИТЕКТОР ОБРАЗОВАНИЕ ЖОҚ , ВОТ РЕЗУЛЬТАТ  - АДАМНЫҢ ҚОЛЫ ТИМЕЙ ҮГІТІЛІП ЖАТЫР ЦЕМЕНТ.",kk,True
Ugz6uca9V7WdQmrYDNd4AaABAg,Рахмет Санжар бауырым.Нағыз президент болатын адам Санжар бауырымыз.Осындай адамдар болуы керек Елбасы.,kk,True
Ugz92sbtuFddXhnlxGR4AaABAg,Қазақтар бірінші өзіңізді түзейік тілімізді салт-дәстүрімізді,kk,True
Ugwy5xWvEresEn_1-AF4AaABAg.9mVXB_54WG19m_qykK9AkM,БИСМИЛЛА РАҺМАН РАҺИМ  АЛЛА ІСІҢДІ  ОҢДАСЫН  ƏРУАҚТАР ҚОЛДАСЫН!САНЖАР,kk,True
UgzZ11YIyqggx__aG-14AaABAg,"Боқаев деген мырза мына бір бас басына бастық болған шенеуніктерді аузына қаратып, ""ЛӘМ, МИМ"" деуге шамаларын жеткізбеді ғой. Іс-сапарлық ақшаларды да дәл айтты. Мыналарды расында да соттау керек",kk,True
Ugyrdw84HSE9k-daGqR4AaABAg,Красавчик кой Санжар. Укиметти жою керек кой тубимен жулып алып,kk,True
Ugy1I9m-lFcmsqbR7QZ4AaABAg,"Бұндай правительство керекгі жоқ,халыққа пайдасы жоқ,түкте жұмыс істемейді",kk,True
UgwO_Lo1b5mEhmXeffN4AaABAg,"Мыстан кемпір сияқты шашын жайып алған қатын.
Өзіне жараса ма, жараспай ма, қалай сезбейді екен!
Баяғыда байы өлген қатындар басынан орамалын шегіп тастап, шашын жайып, жер тырмалап байын жоқтап жылайтын еді.",kk,True
UgzMA-gVHNBe9RnxsvR4AaABAg,"Осылай Халық Бірлікте болу керек ✊🏼
Санжар Жарайсың, Халық үшін осылай Талмай еңбек ет 🤲🏼",kk,True
UgwcEP_oB8Z1JjFOEr54AaABAg,Ісіңізге береке берсін.,kk,True
Ugz4XnmnS6E-zn2rd1t4AaABAg.A6n3-PrBDkdA6n3m-EG5N4,Қантар,kk,True
UgyO-d-Wp8ajIkFiLS54AaABAg,Шараппаев елдің ескі машинадан қырылып жатқанын. Біледі. Оны жасырып әлек.,kk,True
UgzWpNyvmSa0iy2iFxZ4AaABAg,Осындай минбоқтарды қаяқтан тауып алады екен..,kk,True
Ugxeb1sAwprqshJa1d14AaABAg,"Ел басына сен сияқты жігіттер келмесе, мына жүйемен ел болмаймыз! Тек показуха, бос сөз, өтірік статистика!",kk,True
Ugy6Vhzmtg3rMycYiaF4AaABAg,Алгааа,kk,True
UgyksF1zSTeYhcvI_aZ4AaABAg,Санжар Алла разы болсын саған брат🎉,kk,True
Ugzcbzt2kiIpAaajoXl4AaABAg,"Недеген мыкты Санжар, адам емес гуглсынгой, барин билет ебааа,",kk,True
UgxFu3ZLbFn943hUS9F4AaABAg,Кытай дурыс жасайды акша жегенды отырык айтканды олтирип тастайды зато ондай адам азайады,kk,True
UgzSPx7Rqt7f1qEWTlh4AaABAg,"Бұлар шынымен ақымақтың тірлігін жасайды, Санжар шындықты айтуда және әрдайым жеңіске жетеді бұйырса",kk,True
Ugx7IrtfnPgs5Qyu8cZ4AaABAg,Қолдаймыз! Біздің болашақ әкім!,kk,True
UgwK5og9Ckv1p2pZDc54AaABAg,Оны жумыстан босату керек  и балдарын окымет жумысынан босату керек аулетымен,kk,True
UgzDdiTtNXlmI-J2C154AaABAg,Костанай облысы Рудный каласы бул жердин жол маселеси оте коп бул жерде жемкорлык болып жаткан сиакты,kk,True
Ugy_1ZVHd5fAw63CsN94AaABAg,Масқаралық. Сұмдық жағдай...,kk,True
Ugz6EL41UQm74xfZKPd4AaABAg,"Коперфилд жандарында манка болып калады. Коперфилд статуя свободы ды жок кылып жиберип кайта орнына койса биздикилер бир мемлекеттин бюджетин жок кылып жибереди, завод ашып жибереди жок кылып жибереди бирак орнына кайтып акелмейди инвестор издейди. Имитация бурной деятельности на бумаге есть по факту нет, Казекннин канына синип барады, жыртылып жумыс битирсен биткенде келеди он адам биз битирдик деп. Карап турып сказочные далбайёбы дейсин бетине, неге олай айтасын деп ещё ренжиди оз отириктерине нанымдай сенип алган боткадай бети булк етпейди. Меники дурыс дейди баска альтернатива жок, мамалары катты еркелеткен ау деймин отыз жастарына дейн, канаттыга кактырмай, тумсыктыга шоктырмай, критикага соктырмай, жудырыктыга соктырмай. Не нюхал пороха деуши меди. Акопта бундай адамдармен бирге жату коркынышты, жау жака отип кетеди оз халкын дарга асады. Атам айтушы еди иштен шыккан жау жаман деп. Амал жок тандау бизде жок, Аллага гана тапсыру, ол кисинин жазасы тез еш кайда кашып кеталмайсын ар жакта да бер жактада. Талай кордим истеген жаксылыгынмен, кайырдылыгынмен, сауаптармен Кудайдан кайтымы мол. Буларга сеним минус -100%. Бесплатно берген ауа, денсаулык, барине Аллага шукир шексиз размет. Бул омирде сенуге болмайтын зат акша, патша, осекке, отирикшилерге, балгерге, созге, доктырга, соттка сеним жогына козим жетип болган. Билимнин алганы не пайда кадеге жарамаса, умный подонок болып кала береди.",kk,True
UgzWYDnwQuaBllyWKzd4AaABAg,Санжар бауыр барин оз колына ал калык сенмен бирге,kk,True
Ugz54VphaqoqTcUMmep4AaABAg,Алла жар болсын Санжар азаматсың қолдаймын,kk,True
UgxYsFf9Zhv1Adf79th4AaABAg,Жарайсың Қазағымыздың Азаматы Жанашыры Санжар Қолдаймыз Сені Жауапты Жемқорлар Ұрылар шенеуніктер қатаң заңды жазаға жауапқа Тартылсын,kk,True
Ugzmm2hTwqNejetOYmd4AaABAg,Мен де кетем,kk,True
UgxHluUOIv--ez4Bwg54AaABAg,Орысты байытайын деп жатыр ма😡,kk,True
UgzFWRu_JS-ZFBqmIo54AaABAg.AP6xiJXwqTDAP7v0yWpA0J,"@ТатьянаМельникова-я9й Бәрі дұрыс, ескінің бәрін бұзсын, бәрін жаңадан салу керек!",kk,True
UgwQAXjnIOmSCSlm7cp4AaABAg,После сентябрь қойылсын,kk,True
UgyAJlTk9oudbsEAmnF4AaABAg,"Тонаудың да шегі болар өз халқын.. сонда бұлар қай мемлекет, кімнің мемлекеті",kk,True
UgxfPSV1NHte4YJQ2oN4AaABAg,"Артының боғы бао біреу заказал наверно.Әйтпесе ештеңке жасап жүрген жоқсың,қайта халықтың жауларының былығын ашып отсың.",kk,True
Ugyvpjqi6KcT73H531V4AaABAg,"Жарайсың, осындай сұрақтарға мемлекет ақша бөлед емеспа, қайда сол ақша?",kk,True
UgySsHEUb24upnFH-VZ4AaABAg,"Санжар сен қазақша сөйледі екенсің ғой.Сен бұдан былай орысша сөйлеме егер өз қандасыңа жаның ашыса.Адамның санасы алған мәліметінен өседі, қазақша мәлімет алса қазақтың санасы кемелденеді екінші сұрып, мигрант болмайды.Санжар қазақша сөйле, қазақ жетілсе десең.",kk,True
Ugw1nS0AMud-h1ODjoV4AaABAg,"Кәзіргі Билік пен болашақ жоқ 🍜👂👎💸🤡
 Қазақ Елінің болашағы демократия НАТО 🇰🇿❤️🇺🇸🙏💪🤲✊👍☝️",kk,True
UgzQcN_zu2qlu4QuwVh4AaABAg,Қол аяғына дерт бермесін .,kk,True
UgysmY4s4k8GEDS_ULZ4AaABAg,Бүткіл Қазақстан митингке шығу керек олар бәрбір митингке лұқсат бермеиді,kk,True
Ugwoe02-swt1exv-hdB4AaABAg,"Санжар тек қана алға, қолдаймыз сені ✊✊",kk,True
Ugx13Tx2xOA7zlkJQ6Z4AaABAg,"Склярдын осы создери ушин, шашын жулып колына беру керек",kk,True
UgwQHmtXsqTCl-rvQcV4AaABAg,Не істеуіміз қажет?,kk,True
UgzednPvpjxDELpRnFB4AaABAg,Досаев какого хрена сидиш на током посту уходи немедленно воры должны сидеть алға Қазақстан алға Санжар,kk,True
UgwqmzfFeql9BN7V9BZ4AaABAg,"Булардың оқпаны кашан толады,көздері көрде топыракка толғанда тоядыма?",kk,True
UgzLphMP3mMh8HL3FcZ4AaABAg,Аға байқаңызшы.,kk,True
UgykCD-x_jTKRAbQvwV4AaABAg,Исарапшыл тойымсыз вандалдар!!!,kk,True
Ugz2RfRQG99uEzxDOwx4AaABAg,Барлығын соттау керек,kk,True
Ugwrj8mmPwb2oU31u7J4AaABAg.A7MrV6UJx0aA7MsTLA4ZTx,"Казакша сойлейтиндер унтинсиз отыр гой, осыган да шукир дейк",kk,True
UgzOiZi0g5TkTX6Sky94AaABAg,"Қарақалық жәрдем беруі керек❤ 
Ютупда болсын❤жоқарыға жазып болсада❤Тоқайып кәзірше ештеңе дей алмайды,ана істеп отырғанлар оңайлықпен беріспейді❤олар сезіптурғой жеңілетіннін❤ оларда басқа шара жоқ😮 кутелі ахырыныдейін абрайсыз болуын❤
Бул жерде аұылсыщдық❤ тек боқжеме кутіп тур❤бул жағдайда Тоқайып әліптің артын бағады❤болды❤ істеген адамдарда болып тур ревизионный комиссия өзінің  абрайсыздығын кутіп отыр😮",kk,True
UgwzFW1SU3UzqXwBrkh4AaABAg,"Мы за тобой, алға.",kk,True
Ugw0QeD5dgGd2YjpKpd4AaABAg,Біз сенбен біргеміз Санжар бауырым,kk,True
UgzbfNSOXy7m-uhxAxR4AaABAg,"Бұл жерде бәрі доляда отырғой. Әкім алып жоғарыдағылармен бөліседі, сомен бәрі жабылады",kk,True
UgxbGJUrPMxN66pEPsN4AaABAg,"Ақтөбеде бүтін бордюрледі,Оралда гранит бордюрледі ауыстырды,әрине ол биліктегіледін бизнесі",kk,True
UgzkOMAvU7Z-B-R49tp4AaABAg,"Петиция жариялайық президент тікке Санжар Боқаевты таңдаймыз деп 
Шарлапай скляр және соған ұқсас ептиалмайтындарды соттасын деп",kk,True
UgyuPp-DIxxO1w1PLSh4AaABAg,"Жемкор-иттер!30 жыл тонаган ""нашарбай"" жетпегендей,ендi мыналар,тонап жатыр!Сумдык!Шетiнен соттау керек!",kk,True
UgwBp3DBViwwu-Pvkrh4AaABAg,Сенің сөзің керекте емес,kk,True
Ugxy2qdF1pWQWReQUqF4AaABAg,Мамин сйякты подхалим  баханын бызге  керегы жок. Онв кытайдын талауына беру керек.,kk,True
UgytyApwZsZ8lhFwnWJ4AaABAg,"Халықтың ақшасына автопромға көмектесудің қажеті жоқ, конкурентоспособный болуы керек әр сала өздігінше",kk,True
Ugzll_Gtq-3xVHMXUet4AaABAg,"Алла жар болсын биз сизбен, олардын карны ток ,кайгысы жок,калталары тола.
Олардын арманы жок, сондыктан намыс оларга кереги жок.
Алга жастар,жолдарын болсын!
Сендердин максаттан максатка жетулерине ак жол!",kk,True
UgznsQUyXjESr8PD4oN4AaABAg.9s2ppqe7O8l9s2ueQnctzw,"Қауын, Қарбыз қайтесіз оны.  ешкім қадағаламайды зиянды олар қәзір, химиялық заттар нормадан асып тұрған.",kk,True
UgyjQFe01mC-ZAzdwwx4AaABAg,"Халыктын калтасына кол салуды, коррупциянерлерди жане коррупциялык схемаларды жою керек",kk,True
Ugz1swTP20mekkFCoTt4AaABAg,Акылсыздык!,kk,True
Ugyuw5tqh8Pf6mPk2Q14AaABAg,"Санжар қолдаимыз!
Абайланыз!",kk,True
UgyZUG6yWGdXDihQYCp4AaABAg,Дұрыс айтып отыр ғой,kk,True
UgyOD3Z1M4ccC70vxLB4AaABAg,"Какой держава 😂😂өбектер мықты бізге қарағанда,Лапшу не вешай Бектенов халық дурак емес",kk,True
UgzRmmztRxXZCoDXpj94AaABAg,Өкінішке орай ғой((,kk,True
Ugw6j7CZ5IOqWllMS2Z4AaABAg,"Тонаған топастар балаларын аштан қатып  ,алған ақшаларын өздерінді құрдымға кетірсін,",kk,True
UgxzWtA0BlWvnvF7IWV4AaABAg,Министр мен мемқызметкерлер неге жеке компаниялардың мүддесін ашықтан ашық қорғайды? Соттау керек қой. Халық мүддесін кім қорғайды?,kk,True
Ugy1i03tFl8mNDKs3Wl4AaABAg,Біздің Биліктің басында өншен ұрылар,kk,True
UgzfAf0etEpt9K_U1294AaABAg,"Үкімет егжей-тегжейлі талдап бергеннен дұрыс шешім қабылдаңыз, әйтпесе мемлекеттің жауы болған қатарынан боласыз, құрметпен барлығыңызға әрине",kk,True
Ugy-XgWN5b7ZcPs144l4AaABAg,Кіріс болмаса ешкім алмас еді,kk,True
Ugw-TUoVWdzfA1vF60R4AaABAg,Подсуд емес ату керек қытайдағыдай,kk,True
UgyA1aFjP5SouCCfZ4t4AaABAg,Санжар алга!!!!,kk,True
Ugw4pWJbpJIWT2FD1IB4AaABAg,Субсидиадан откад алады олар бар әңгіме сол ғана,kk,True
Ugx3GxJD5e6rEFYFzr54AaABAg,"Дұрыс айтасың бауырым, бір шаршы метрді беруге болмайды Кытайғада басқағада",kk,True
UgzSwEYE6S_Sl0ooZkx4AaABAg,"Акимді тексеру керек командасымен, қылмыстық іс қозғау керек.",kk,True
UgzvgEQ-OlrP76Yg3iR4AaABAg,"Е... айналаин ұлтжанды Санжар бауырым мынау нуржуликтің бандит мафиялық жүйені дәлелдермен әшкерлей бер: халық сендей жаужүрек сарбаздарды 100% қолдайды !!!
Сәттілік тілеймін !!!
Ал сайлаудың бұрмалауын, өтірік нәтижесін естен қалдырмай сотқа жұгіне бер: Шындық 100% Сендей жоғары БІЛІМДІ қазақтың жағында, Сен ЖЕНЕСІН !!!
АЛҒА АЛАШ САРБАЗЫ !!!🐺🐺🐺
💪💪💪👊👊👊✊️✊️✊️🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿",kk,True
UgzvjZJF-rCdpKLBFJ54AaABAg,Ассалаумағалейкум Санжар сен үкіметте Склярдын орында отырсан жақсы болар еді.Скляр немесе Шарлапаевты дебатыға шақыр,kk,True
Ugy7CObNnjMFDKQbkXR4AaABAg,Қотақбас ты,kk,True
UgwhyYxGr6TsA65kWyp4AaABAg.A4m8y3czS1UA4m9I3_mSos,Қолдаймын.Маңызды мәселеден ауытқымасын.Халыққа есеп берсін.,kk,True
UgxzZD-uZRS1fTxEmsZ4AaABAg,Неге сол заводқа халықты және депутаттарды кіргізіп көрсетпейсіздер көзбен көрейік босқа өтірік айтқанша мынау бір гараждың ішінен түсірген екен рақымет өтіріктеріңе.,kk,True
UgxlYJuVGUmw0NaiHE94AaABAg,Скляр.үкіметтен.кетсін,kk,True
UgwFJyeMtXgjaw2iAJJ4AaABAg,Сандарды қолдайқ,kk,True
UgzN73GHFZJ09NtgLqh4AaABAg,"Жарайсың, ұрыларды әшкерелеу керек!!!",kk,True
UgzUI0P2bLjqQ2OFrJt4AaABAg,"Айтуға сөз жоқ, жемқорлық, ашкөздік қашан тойасыңдар,тойымсыздар😢😢",kk,True
UgxBNmCAPC-rw7XKevx4AaABAg,"Ассалаумағалейкүм, достар Санжарға қолдау керек, тек коммент жазып,  лайк баспай дұрыс тірідей қолдау жасайық,  құзғындарға жем қылмайық.

Друзья, Санжару нужна поддержка, не просто лайки и комменты,  давайте поддержим а живую. Не дадим в обиду всяким шакалам",kk,True
UgwJziZcJh5_SQ1hWp54AaABAg,Отирикши шарлаппаев орнын босатсын бизде тазиктен баска ештеме жок бизди акымак санамасын,kk,True
Ugy1Ao2GfD-VC-_Ibal4AaABAg,Санжар естен тандыратын сандар айтып артындағылар шаршап отыра алмай отыр,kk,True
UgzCwAZgCBrSk7Kleod4AaABAg,Осы утил первичка шаршатты уже алынбайды деп айта салындарсай болды билип турып алып келип неге жылай бересиндер авто акелмей турып ойлану керек еди,kk,True
UgxWOTrH4PsyBhmWljp4AaABAg,"Точно сказано молодец 
Қолдаймын",kk,True
UgzgP49kBPUdDCiDpst4AaABAg,"Халықтың жан айқайын естімегендер,халықтың айтқанын қылмағандарға ""Халық жауы""-деген атақ беру керек халық арасында.",kk,True
UgzpizdhwSgfTd68sRt4AaABAg,Заманауи БАТЫРЛАР ✊🏼🇰🇿утиль/первичка жойылсың.Скляр/Шарлапаев және де басқа бетперде киген әртістер орындарың босатсың.екі қасқа/тақырбас заң алдыңда жауап берсің!,kk,True
UgxAh2X-1yhQ0EsUEAZ4AaABAg,"Айтарға сөз жоқ, масқара, мемлекет қайда бара жатыр",kk,True
UgxFFbSHC7D0mSGjDC54AaABAg,"Склярмен , Шарлапаевті утилизацияга жіберілсің , сотталсын  , және басқа тонайтын зандарды , утильсбормен, первичканы жойлсын....",kk,True
Ugw83g9FyIoaCZcvwC54AaABAg,"ЖЕМҚОР МЫЛҚАУ МИНИТРЛЕРДІҢ ОРНЫНА ""РЕСЕЙДЕН ҚАЙЫН ЖҰРТЫҢНАН "" ТАҒАЙЫНДА😂😂😂😂",kk,True
Ugy8UCHb9Fq_ys8VEf14AaABAg,Министр мырза Жаңа Қазақстанда өмір сүріп жүрген болар.  Әлбетте ҚР-ның азаматтары сол баяғы ескі Қазақстанда қымбат бағалармен өмір сүріп келеді!,kk,True
UgxhDHSREN1iwSaysJp4AaABAg,"Бұлар общественный резонанстан қорқады. Как только эфирге жаман аттары шығады, содан соң ғана жұмыс істейді. Соны осындай деңгейге жеткізбей жасаса болмас па еді 😂",kk,True
UgxsDfr5d_UdyRnFxlJ4AaABAg,Осы жігіттерге үміт артамыз иншАллаһ,kk,True
UgyuOm1MkUDceLTVHUh4AaABAg,Санжарға көп рақмет!  За неуемную энергию и храброе сердце!,kk,True
UgzMLMgnzkUT58fWdbN4AaABAg,"Утиль сборды алып тастау керек, мемлекеттік металл қабылдайтын жер керек. Нарық бағасынан қымбат қабылдайтын,  учёттан тегін шығарса дұрыс болар",kk,True
UgwgtgsWjE2mym7EGr54AaABAg,"Халық пен ойнағандар,  отпен ойнап жүр!!",kk,True
UgwSyDMPrq2Eaw3rWXN4AaABAg,Внизу летам малышы купаюсаже онбаған,kk,True
UgzT69ajK4T41n5YyMl4AaABAg,"Сендер оларға, әсіресе Досаевқа бұрыштағы қаңқылдаған қаншықтан жамансыңдар. Сендерді қалай илесем илеймін деп ойлайды. Сендер әншейін күл десе күлетін, жыла десе жылайтын намысы жоқ қуыс кеудесіңдер. Шындықтың ащысы осы, бірақ шындық.",kk,True
UgxOrLPIADf8NC7MAIt4AaABAg,Респект!!!!Санжар  нағыз Казақтың патриоты ✊️✊️✊️👍🙏🙏🙏,kk,True
UgwDwWXpJxVjHtIc8Gp4AaABAg.9toPQ1LVbNt9trkoaRrnMd,Орыстар Қазақ елине болсын де мейди. Ауыздырық салу.,kk,True
UgwIs25Aoi8qbHgef5R4AaABAg,Мынау не масқара айтарға сөз жоқ Алла сақтасын,kk,True
UgzozHetEeK3qqUixUx4AaABAg,"Еговта 50мың қол жиналғаннан кейін қол қою тоқтатылады, ал егер тоқтатылмаған жағдайда 500мың қол жиналар еді ,сол кезде министр қандай өтрік айтады екен)",kk,True
UgwUqSmMD4MdwgenKCh4AaABAg,Досаев бір акесінен қалыптыма осы қала білгенін істейтіндей,kk,True
UgxrSZwnEZ6IvpywVJR4AaABAg.A3ZuygFYTgmA3ZwrscnfhK,"Кытайдағыдай өлім жазасын енгізу керек.
Бул не деген сумдық
Халық саяси сауатты , белсенді болуы керек, босқа амал жоқ.",kk,True
UgwvYRThysu3ai6s2x14AaABAg,Қытайларға жер жоқ    Берген әкімдіктерді жазалау керек,kk,True
UgwBMUh8FZ-yfSM1lF54AaABAg,Атаңанәлет бұндаи жемқорұрылардың басыншауыпжатса аиамаседім екі қолынкеіукерек әкіміненбастап,kk,True
UgwbOqtFfIEQ723Xdet4AaABAg,"Шапалактан бирак тартып , бир болевой прием жасап позорын бирак шыгармадынба Санжар, денсаулыгы жетпейди саган онын",kk,True
Ugyf7IBwT6JYI81Cg-N4AaABAg,Шимкент қазақ они узбеки таджики курды сондай олар дың В алматы собралась вся шобла цыгани курды менты служат им за деньги,kk,True
Ugy48b6kO6fOlBUffXl4AaABAg,"Мына жигитті пример министр қылайық халқым 
Госпадин Тоқайев примите меры",kk,True
UgwSV-taV7tjbaWAjj14AaABAg,"Еее, үкіметте ел болайық, ұлт болып қалайық деген адам көрмедім. Санжар өркенің өссін.",kk,True
UgygAVW3kz8jwloyl_h4AaABAg,Санжар АЛЛАҺ жар болсын зор денсаулық ұзақ ғұмыр тілеймін отбасына амандық ❤️,kk,True
UgxJu88w47Dk5iOWF494AaABAg,Аманат мал екен,kk,True
Ugzt6Jj7b9oFbPsLtYh4AaABAg,Санжар Жарайсың! Жалғастыра бер ісіңді!,kk,True
UgydK3oqnZg81Vknrcp4AaABAg,Бұл өтірік билік шаршаты әбден өтіргмен бос сөздерімен сенім жоқ мүлдем бұл биліке,kk,True
UgzbCEgG6C6N98NN6M14AaABAg,"Жарылатын шығар бір кезде Қазақстан, әлде......отыра бере ме?",kk,True
Ugx3kSpva1LEWjjoJCV4AaABAg,Сәке әңгіме жоқ тамаша,kk,True
UgyWBCMV5uCeG0Svky14AaABAg.9q4onuSz6rb9q5IDLs7mq5,@ТакейГильманов-е5к Колдаймыз аминь👌🤲✊️👍,kk,True
UgzTheD_W2FeX4POidh4AaABAg,"Қасым деген атыңа сай болыңыз президет міндетін мойныңа алдыңба халқыңа қамқорлық жаса, алаяқтардың жазасын бер! Санжар сияқты азаматтарды жұмысқа алыңдар",kk,True
Ugxw2CdL9FkBzAPqd7t4AaABAg,Шашын алып тастау керек  2еудин касына косып,kk,True
UgwNboUFkc7SfuOsBD94AaABAg,Оте дурыс Санжар.Баха,kk,True
Ugyb5uoAXlCZ-649aUl4AaABAg,"Сонжарчик не болды оккупант келімсектерді жақтап, қазақтың шұрайлы жерін басып алған., қазақ ауылдарына бармайсың ба, алыс қырда жатқан, солардың мәселелерін шешпейсіңба, жаның ашыса, хайпожер неме.",kk,True
Ugza15C3qTScP9NTnyd4AaABAg,Козди бакырайтып койып тонайтын болдыгой,kk,True
UgxywJJB0ZoiaXNaIrp4AaABAg,Утелсбор алынмын. Скляр мен Шарлапаев отставкаға кетсін.,kk,True
UgwiIoRjNTYI_TtZ9uZ4AaABAg,"Санжар мен сені қолдаймын, бүкіл халық қолдайды.",kk,True
UgzfCTStYkoL_AOm2W94AaABAg,жана Казахстан деген отирик 👎🏽👎🏽👎🏽🤬,kk,True
UgyyBMdgt754SUVlfJh4AaABAg,Адамдар өздеріде  кінәлі  неге  нанады,kk,True
